Order Date,Ship Date,Ship Mode,Segment,State,Sub-Category,Discount,Sales,Quantity,Profit,iforest_score
2016-08-27,2016-08-29,Second Class,Corporate,Texas,Paper,0.2,79.92,5,27.972,0.3865323032603221
2015-12-03,2015-12-07,Standard Class,Corporate,New York,Binders,0.2,590.352,6,206.6232,0.5052775221172898
2016-09-20,2016-09-25,Standard Class,Corporate,North Carolina,Furnishings,0.2,17.088,2,1.068,0.3546053855594239
2016-09-20,2016-09-25,Standard Class,Corporate,North Carolina,Chairs,0.2,98.392,1,-11.0691,0.44740902009509337
2017-03-25,2017-03-31,Standard Class,Consumer,New York,Art,0.0,11.05,5,2.9835,0.37369038489730116
2015-12-06,2015-12-11,Standard Class,Consumer,California,Appliances,0.0,7.78,2,2.0228,0.3501697539331876
2017-08-31,2017-09-05,Standard Class,Consumer,Louisiana,Accessories,0.0,659.9,2,217.767,0.5310533509715413
2015-10-05,2015-10-07,First Class,Consumer,Ohio,Accessories,0.2,53.04,3,-4.641,0.3603391834442959
2017-08-18,2017-08-22,Standard Class,Corporate,Washington,Accessories,0.0,843.9,2,371.316,0.603222491097989
2017-08-18,2017-08-22,Standard Class,Corporate,Washington,Accessories,0.0,1496.16,9,224.424,0.6209257486265186
2016-02-02,2016-02-07,Standard Class,Consumer,New York,Storage,0.0,117.96,2,5.898,0.3791974994609707
2016-08-23,2016-08-27,Standard Class,Corporate,New York,Art,0.0,21.3,5,8.733,0.3696619554516494
2016-08-23,2016-08-27,Standard Class,Corporate,New York,Appliances,0.0,1040.8,5,281.016,0.5359034533678154
2016-08-23,2016-08-27,Standard Class,Corporate,New York,Art,0.0,29.34,6,7.9218,0.39894978755314664
2017-06-30,2017-07-04,Standard Class,Corporate,Tennessee,Furnishings,0.2,19.52,2,5.368,0.3534344986988974
2015-09-18,2015-09-21,First Class,Consumer,California,Storage,0.0,443.92,4,8.8784,0.4156549714800828
2016-09-25,2016-09-30,Standard Class,Corporate,Wisconsin,Accessories,0.0,499.95,5,174.9825,0.4588140638466381
2016-09-25,2016-09-30,Standard Class,Corporate,Wisconsin,Art,0.0,3.04,1,1.0336,0.4070829227023827
2016-09-25,2016-09-30,Standard Class,Corporate,Wisconsin,Chairs,0.0,201.96,2,50.49,0.4189963260565159
2016-09-25,2016-09-30,Standard Class,Corporate,Wisconsin,Furnishings,0.0,68.64,11,17.16,0.5961219889875031
2016-10-24,2016-10-28,Second Class,Corporate,California,Accessories,0.0,100.0,4,21.0,0.3745763015263698
2016-10-24,2016-10-28,Second Class,Corporate,California,Accessories,0.0,359.98,2,21.5988,0.4252041869330021
2014-09-29,2014-10-01,Second Class,Home Office,Washington,Furnishings,0.0,6.16,2,2.9568,0.3510250343749708
2014-09-29,2014-10-01,Second Class,Home Office,Washington,Tables,0.0,2348.82,9,399.2994,0.6829589274844081
2017-06-26,2017-07-01,Standard Class,Corporate,Florida,Labels,0.2,13.872,6,4.6818,0.39910235409450645
2017-06-26,2017-07-01,Standard Class,Corporate,Florida,Chairs,0.2,273.552,3,-13.6776,0.4058314774502444
2016-08-21,2016-08-23,Second Class,Home Office,Pennsylvania,Tables,0.4,815.292,9,-339.705,0.6314311428795154
2014-02-11,2014-02-15,Standard Class,Consumer,Virginia,Accessories,0.0,234.45,3,103.158,0.4157661215975848
2014-02-11,2014-02-15,Standard Class,Consumer,Virginia,Tables,0.0,1256.22,6,75.3732,0.5462840276395154
2014-02-11,2014-02-15,Standard Class,Consumer,Virginia,Binders,0.0,17.46,2,8.2062,0.3554407753903046
2016-09-23,2016-09-28,Second Class,Home Office,New York,Binders,0.2,10.528,7,3.6848,0.4174943538038737
2015-12-05,2015-12-06,First Class,Home Office,Michigan,Binders,0.0,152.8,5,76.4,0.4231683179748692
2017-09-03,2017-09-08,Standard Class,Home Office,California,Binders,0.2,82.56,5,28.896,0.3868306920491729
2017-09-03,2017-09-08,Standard Class,Home Office,California,Accessories,0.0,284.97,3,85.491,0.4234006308701498
2017-03-26,2017-04-02,Standard Class,Corporate,Michigan,Furnishings,0.0,60.84,3,23.1192,0.36015648379358534
2014-12-21,2014-12-27,Standard Class,Consumer,California,Chairs,0.2,1325.76,6,149.148,0.5549192929239232
2014-12-21,2014-12-27,Standard Class,Consumer,California,Chairs,0.2,572.16,3,35.76,0.4242512048981217
2014-09-23,2014-09-28,Standard Class,Home Office,Ohio,Paper,0.2,28.8,9,10.08,0.47244886187025453
2017-04-02,2017-04-05,First Class,Home Office,Connecticut,Art,0.0,11.12,4,2.8912,0.36349328447158036
2016-04-01,2016-04-05,Second Class,Home Office,Georgia,Furnishings,0.0,7.04,4,3.0976,0.36335635659561016
2015-05-15,2015-05-20,Second Class,Corporate,Georgia,Envelopes,0.0,17.94,3,8.7906,0.3489574388657759
2017-03-23,2017-03-26,First Class,Home Office,Washington,Binders,0.2,34.76,5,11.297,0.3716450010858063
2017-04-14,2017-04-19,Standard Class,Corporate,New Jersey,Furnishings,0.0,74.45,5,20.1015,0.37763111445396
2015-01-04,2015-01-09,Standard Class,Corporate,Virginia,Furnishings,0.0,192.22,14,69.1992,0.6966512419540954
2017-11-02,2017-11-07,Standard Class,Consumer,Utah,Paper,0.0,19.44,3,9.3312,0.34885258388075313
2017-07-17,2017-07-19,Second Class,Corporate,California,Paper,0.0,32.4,5,15.552,0.37099331290454063
2017-07-17,2017-07-19,Second Class,Corporate,California,Envelopes,0.0,57.9,5,28.95,0.3799560381784224
2017-07-17,2017-07-19,Second Class,Corporate,California,Storage,0.0,10.56,2,0.0,0.35283647235200466
2017-07-17,2017-07-19,Second Class,Corporate,California,Bookcases,0.15,1194.165,5,210.735,0.5350085541001428
2017-10-06,2017-10-11,Standard Class,Corporate,New York,Paper,0.0,40.99,1,20.0851,0.4361522733811276
2014-11-04,2014-11-11,Standard Class,Corporate,California,Art,0.0,2.94,1,0.7938,0.4111053058671171
2016-12-18,2016-12-21,First Class,Home Office,Oregon,Binders,0.7,45.24,4,-30.16,0.39866348702633964
2016-12-18,2016-12-21,First Class,Home Office,Oregon,Art,0.2,18.688,4,2.336,0.36147519327828415
2016-12-18,2016-12-21,First Class,Home Office,Oregon,Paper,0.2,11.648,2,3.7856,0.35036689491991607
2016-12-18,2016-12-21,First Class,Home Office,Oregon,Accessories,0.2,112.776,3,-8.4582,0.37357743943041516
2016-12-18,2016-12-21,First Class,Home Office,Oregon,Tables,0.5,377.45,5,-264.215,0.5283881978557354
2016-12-18,2016-12-21,First Class,Home Office,Oregon,Labels,0.2,15.936,4,5.1792,0.3652821596835394
2016-12-18,2016-12-21,First Class,Home Office,Oregon,Phones,0.2,28.68,3,-7.17,0.3646768597210196
2016-09-24,2016-10-01,Standard Class,Home Office,Colorado,Furnishings,0.2,21.44,2,7.504,0.35505129191900214
2016-09-24,2016-10-01,Standard Class,Home Office,Colorado,Storage,0.2,511.056,9,-95.823,0.5587471003638583
2016-07-21,2016-07-21,Same Day,Corporate,Ohio,Art,0.2,18.656,2,1.3992,0.3533515478907458
2016-07-21,2016-07-21,Same Day,Corporate,Ohio,Binders,0.7,11.088,7,-8.1312,0.438280026771005
2016-07-21,2016-07-21,Same Day,Corporate,Ohio,Storage,0.2,66.688,1,4.168,0.4207541450275428
2016-07-21,2016-07-21,Same Day,Corporate,Ohio,Storage,0.2,99.488,2,8.7052,0.368871253158977
2016-06-11,2016-06-15,Standard Class,Consumer,Washington,Labels,0.0,14.62,2,6.8714,0.3568607265448205
2016-06-11,2016-06-15,Standard Class,Consumer,Washington,Binders,0.2,53.984,14,17.5448,0.6718669882169933
2016-06-11,2016-06-15,Standard Class,Consumer,Washington,Accessories,0.0,389.97,3,132.5898,0.4429797960352381
2015-06-09,2015-06-11,Second Class,Consumer,Idaho,Furnishings,0.0,355.36,4,92.3936,0.42919415207352163
2015-06-09,2015-06-11,Second Class,Consumer,Idaho,Phones,0.2,140.376,3,8.7735,0.37056687269207406
2017-10-27,2017-11-03,Standard Class,Corporate,Texas,Envelopes,0.2,15.84,2,5.544,0.35412589576583464
2017-10-27,2017-11-03,Standard Class,Corporate,Texas,Paper,0.2,8.448,2,2.64,0.35066767934259097
2016-01-22,2016-01-27,Standard Class,Consumer,Washington,Paper,0.0,12.96,2,6.2208,0.3538893865019248
2014-05-28,2014-06-02,Standard Class,Corporate,Washington,Phones,0.2,57.408,6,5.7408,0.4032523108423518
2014-05-28,2014-06-02,Standard Class,Corporate,Washington,Accessories,0.0,27.6,4,2.208,0.361808431522922
2014-12-29,2015-01-05,Standard Class,Consumer,Illinois,Furnishings,0.6,38.976,3,-50.6688,0.4097851123896553
2016-07-28,2016-08-03,Standard Class,Home Office,Michigan,Fasteners,0.0,20.44,7,9.198,0.41285474467937283
2016-07-28,2016-08-03,Standard Class,Home Office,Michigan,Paper,0.0,109.92,2,53.8608,0.41299401303457156
2016-09-24,2016-09-30,Standard Class,Consumer,Oklahoma,Binders,0.0,6.38,1,2.9348,0.3967712399202981
2016-09-24,2016-09-30,Standard Class,Consumer,Oklahoma,Paper,0.0,6.48,1,3.1104,0.3967155693496458
2014-04-02,2014-04-08,Standard Class,Consumer,Georgia,Paper,0.0,15.84,3,7.128,0.3491071662926733
2014-04-02,2014-04-08,Standard Class,Consumer,Georgia,Phones,0.0,1049.93,7,293.9804,0.5613975852405556
2014-04-02,2014-04-08,Standard Class,Consumer,Georgia,Appliances,0.0,154.9,5,40.274,0.4052546370837206
2015-11-05,2015-11-05,Same Day,Consumer,Washington,Binders,0.2,98.352,3,35.6526,0.3702709561399345
2014-07-28,2014-07-28,Same Day,Consumer,Florida,Fasteners,0.2,14.32,5,5.191,0.3711702588156571
2014-07-28,2014-07-28,Same Day,Consumer,Florida,Furnishings,0.2,129.888,6,12.9888,0.40839538365739714
2014-07-28,2014-07-28,Same Day,Consumer,Florida,Envelopes,0.2,48.944,7,16.5186,0.4016366722792525
2015-12-26,2015-12-31,Standard Class,Home Office,Texas,Chairs,0.3,275.058,3,-90.3762,0.4552946690647275
2015-12-10,2015-12-16,Standard Class,Corporate,Maryland,Art,0.0,27.36,9,9.3024,0.47177000826091836
2015-12-10,2015-12-16,Standard Class,Corporate,Maryland,Paper,0.0,44.75,5,20.585,0.37424751157580743
2015-12-10,2015-12-16,Standard Class,Corporate,Maryland,Phones,0.0,134.99,1,36.4473,0.4696417256602825
2015-12-10,2015-12-16,Standard Class,Corporate,Maryland,Paper,0.0,26.4,5,12.672,0.36993552156387915
2015-12-10,2015-12-16,Standard Class,Corporate,Maryland,Chairs,0.0,542.94,3,141.1644,0.44581520100994176
2016-05-05,2016-05-07,Second Class,Consumer,California,Tables,0.2,71.088,2,-1.7772,0.3639793103066999
2017-10-14,2017-10-18,Standard Class,Home Office,Illinois,Binders,0.8,27.396,9,-42.4638,0.5195313631071076
2017-10-14,2017-10-18,Standard Class,Home Office,Illinois,Binders,0.8,13.456,1,-23.548,0.44838312012249293
2016-11-05,2016-11-05,Same Day,Consumer,Texas,Labels,0.2,11.84,1,4.44,0.4009214185814463
2017-11-03,2017-11-08,Standard Class,Consumer,California,Paper,0.0,35.88,6,17.5812,0.4000668149485047
2016-11-24,2016-11-26,First Class,Home Office,Ohio,Envelopes,0.2,40.752,3,15.282,0.35319990554603237
2016-11-24,2016-11-26,First Class,Home Office,Ohio,Accessories,0.2,139.96,5,-22.7435,0.40904481034469325
2014-12-14,2014-12-21,Standard Class,Consumer,Ohio,Art,0.2,2.624,1,0.2952,0.41444587128148613
2014-12-14,2014-12-21,Standard Class,Consumer,Ohio,Tables,0.4,136.53,1,-52.3365,0.4915013737773928
2014-12-14,2014-12-21,Standard Class,Consumer,Ohio,Accessories,0.2,263.96,1,42.8935,0.4966440692717831
2014-11-03,2014-11-08,Standard Class,Consumer,Connecticut,Supplies,0.0,11.64,3,3.3756,0.3474087195700742
2017-09-22,2017-09-25,Second Class,Corporate,New York,Binders,0.2,40.176,3,14.5638,0.3527661371509688
2015-05-08,2015-05-15,Standard Class,Consumer,New York,Furnishings,0.0,79.44,3,30.1872,0.369462385182761
2015-05-08,2015-05-15,Standard Class,Consumer,New York,Supplies,0.0,357.93,3,7.1586,0.39831603087543255
2015-05-08,2015-05-15,Standard Class,Consumer,New York,Chairs,0.1,127.764,2,21.294,0.3837207422309813
2015-05-08,2015-05-15,Standard Class,Consumer,New York,Copiers,0.2,2799.944,7,1014.9797,0.7026004848967666
2015-05-08,2015-05-15,Standard Class,Consumer,New York,Paper,0.0,19.44,3,9.3312,0.34885258388075313
2017-07-31,2017-07-31,Same Day,Consumer,Illinois,Phones,0.2,36.792,1,4.1391,0.4159847037455398
2014-03-01,2014-03-05,Standard Class,Home Office,New York,Phones,0.0,5.94,3,1.6038,0.3520443021021553
2017-09-25,2017-09-29,Standard Class,Consumer,Virginia,Storage,0.0,177.55,5,47.9385,0.4027855046444037
2015-10-09,2015-10-12,Second Class,Corporate,Michigan,Accessories,0.0,619.95,5,111.591,0.4548695716476424
2015-10-09,2015-10-12,Second Class,Corporate,Michigan,Phones,0.0,29.16,3,8.4564,0.35039160552888293
2015-10-09,2015-10-12,Second Class,Corporate,Michigan,Envelopes,0.0,57.96,7,27.2412,0.4140699890052035
2015-10-09,2015-10-12,Second Class,Corporate,Michigan,Appliances,0.1,29.403,3,5.2272,0.35023307828593936
2017-03-29,2017-04-02,Second Class,Consumer,Indiana,Storage,0.0,81.4,5,21.164,0.38188347953404717
2015-11-14,2015-11-17,First Class,Corporate,Oregon,Fasteners,0.2,8.72,5,2.289,0.3748109714306943
2015-11-14,2015-11-17,First Class,Corporate,Oregon,Accessories,0.2,91.176,3,4.5588,0.35284458205650077
2015-11-14,2015-11-17,First Class,Corporate,Oregon,Accessories,0.2,159.968,4,29.994,0.39503474089905904
2016-09-26,2016-09-30,Standard Class,Corporate,California,Paper,0.0,12.96,2,6.2208,0.3538893865019248
2014-09-22,2014-09-27,Standard Class,Corporate,Illinois,Storage,0.2,331.536,3,-82.884,0.44286960664862046
2015-09-25,2015-09-27,First Class,Corporate,New York,Accessories,0.0,899.91,9,395.9604,0.6248687832484837
2015-05-04,2015-05-08,Standard Class,Corporate,Texas,Phones,0.2,946.344,7,118.293,0.515875818193682
2017-12-08,2017-12-13,Standard Class,Consumer,Wisconsin,Accessories,0.0,178.11,3,32.0598,0.3819141383255759
2017-12-08,2017-12-13,Standard Class,Consumer,Wisconsin,Appliances,0.0,1089.75,3,305.13,0.5595432780702453
2017-12-08,2017-12-13,Standard Class,Consumer,Wisconsin,Labels,0.0,61.06,2,28.0876,0.3775992818312293
2017-12-08,2017-12-13,Standard Class,Consumer,Wisconsin,Bookcases,0.0,459.92,4,41.3928,0.4221809807787339
2017-12-08,2017-12-13,Standard Class,Consumer,Wisconsin,Paper,0.0,27.52,4,12.6592,0.36283971703913553
2017-06-29,2017-07-02,First Class,Corporate,Connecticut,Bookcases,0.0,638.82,9,185.2578,0.565004892984904
2017-06-29,2017-07-02,First Class,Corporate,Connecticut,Supplies,0.0,30.69,3,7.9794,0.3510443101850001
2017-06-29,2017-07-02,First Class,Corporate,Connecticut,Furnishings,0.0,25.16,2,8.5544,0.3577650883985474
2014-06-29,2014-07-03,Standard Class,Consumer,New York,Binders,0.2,13.92,3,4.872,0.34769911133462283
2014-01-20,2014-01-25,Standard Class,Consumer,California,Paper,0.0,19.36,2,9.2928,0.3566403137224671
2014-01-20,2014-01-25,Standard Class,Consumer,California,Furnishings,0.0,19.3,2,5.79,0.35311910451171924
2016-12-31,2017-01-06,Standard Class,Consumer,California,Binders,0.2,38.376,3,13.4316,0.3542332430931909
2017-03-28,2017-03-31,First Class,Corporate,California,Paper,0.0,12.96,2,6.3504,0.3538893865019248
2017-03-28,2017-03-31,First Class,Corporate,California,Furnishings,0.0,26.48,1,10.0624,0.4131933782947241
2017-03-28,2017-03-31,First Class,Corporate,California,Machines,0.2,532.72,2,53.272,0.45312041641394113
2017-03-28,2017-03-31,First Class,Corporate,California,Paper,0.0,26.72,4,12.8256,0.3623610600272628
2017-03-28,2017-03-31,First Class,Corporate,California,Paper,0.0,20.04,3,9.6192,0.34946206057671014
2017-03-28,2017-03-31,First Class,Corporate,California,Storage,0.0,795.48,7,7.9548,0.49685226966228807
2017-03-28,2017-03-31,First Class,Corporate,California,Furnishings,0.0,21.56,7,6.8992,0.412494142478831
2016-12-08,2016-12-12,Standard Class,Consumer,North Carolina,Phones,0.2,249.584,2,31.198,0.4119480469343343
2016-12-08,2016-12-12,Standard Class,Consumer,North Carolina,Accessories,0.2,68.112,3,17.8794,0.3555888838749925
2016-12-08,2016-12-12,Standard Class,Consumer,North Carolina,Accessories,0.2,16.56,3,-2.484,0.35287198041736473
2017-11-18,2017-11-22,Standard Class,Consumer,New York,Phones,0.0,74.95,5,36.7255,0.39353546933158573
2014-05-30,2014-06-05,Standard Class,Consumer,Illinois,Tables,0.5,355.455,3,-184.8366,0.4967697901511319
2016-01-22,2016-01-28,Standard Class,Consumer,California,Labels,0.0,44.4,3,22.2,0.358737699145695
2016-01-22,2016-01-28,Standard Class,Consumer,California,Labels,0.0,20.65,5,9.499,0.3693947370637138
2016-02-03,2016-02-10,Standard Class,Consumer,Kentucky,Chairs,0.0,866.4,4,225.264,0.5205271217975346
2015-03-29,2015-04-03,Second Class,Consumer,Virginia,Art,0.0,5.56,2,1.4456,0.3527475648097214
2014-10-14,2014-10-18,Standard Class,Consumer,Texas,Appliances,0.8,3.16,4,-8.532,0.38905782446463394
2014-10-14,2014-10-18,Standard Class,Consumer,Texas,Copiers,0.2,1999.96,5,624.9875,0.6713143889584997
2015-08-11,2015-08-16,Standard Class,Consumer,North Carolina,Furnishings,0.2,46.152,3,12.1149,0.3507709195619203
2015-11-22,2015-11-23,First Class,Consumer,Florida,Machines,0.5,32.985,3,-1.9791,0.3542804831613571
2016-12-30,2016-12-30,Same Day,Home Office,California,Storage,0.0,481.32,4,125.1432,0.4426435840501393
2016-12-30,2016-12-30,Same Day,Home Office,California,Binders,0.2,6.384,1,2.1546,0.39531318152146516
2017-08-12,2017-08-15,First Class,Consumer,California,Appliances,0.0,542.94,3,152.0232,0.4546198542949243
2017-08-12,2017-08-15,First Class,Consumer,California,Furnishings,0.0,54.92,4,19.7712,0.36743780346308585
2015-11-03,2015-11-05,First Class,Corporate,New York,Chairs,0.1,1448.82,10,209.274,0.6531459004720884
2015-09-10,2015-09-12,Second Class,Consumer,Washington,Storage,0.0,353.88,6,17.694,0.4453778247201647
2014-11-08,2014-11-14,Standard Class,Consumer,California,Phones,0.2,333.576,3,25.0182,0.39447971103337365
2016-10-08,2016-10-15,Standard Class,Home Office,Texas,Labels,0.2,60.144,6,20.2986,0.3993165109918766
2017-09-08,2017-09-12,Second Class,Corporate,Texas,Accessories,0.2,85.2,6,20.235,0.40396409272878125
2015-02-25,2015-03-01,Standard Class,Consumer,Massachusetts,Labels,0.0,3.15,1,1.512,0.40675749716938436
2015-02-25,2015-03-01,Standard Class,Consumer,Massachusetts,Paper,0.0,22.72,4,10.224,0.3612059633554519
2015-09-24,2015-09-28,Standard Class,Corporate,California,Furnishings,0.0,14.91,3,4.6221,0.3480999647549821
2015-09-24,2015-09-28,Standard Class,Corporate,California,Appliances,0.0,1158.12,4,335.8548,0.5603396516347794
2015-11-26,2015-12-01,Standard Class,Corporate,Missouri,Copiers,0.0,599.99,1,233.9961,0.5755764202918096
2016-08-31,2016-09-06,Standard Class,Consumer,Texas,Storage,0.2,23.968,2,2.3968,0.35603250997722413
2016-04-12,2016-04-16,Standard Class,Consumer,California,Chairs,0.2,638.288,7,-31.9144,0.501886887579408
2016-04-12,2016-04-16,Standard Class,Consumer,California,Binders,0.2,13.208,1,4.6228,0.40206922336069356
2016-12-04,2016-12-08,Standard Class,Consumer,New York,Binders,0.2,15.528,3,5.823,0.34863606996689633
2016-12-04,2016-12-09,Standard Class,Consumer,California,Paper,0.0,104.85,1,50.328,0.4805728751300783
2014-11-11,2014-11-18,Standard Class,Consumer,California,Art,0.0,30.48,3,7.9248,0.3510443101850001
2014-11-11,2014-11-18,Standard Class,Consumer,California,Chairs,0.2,112.648,1,11.2648,0.44368647606071626
2015-04-02,2015-04-09,Standard Class,Consumer,California,Machines,0.2,71.976,3,24.2919,0.35994307317236496
2015-12-12,2015-12-16,Second Class,Consumer,California,Art,0.0,2.21,1,0.5967,0.41393055111088856
2015-12-12,2015-12-16,Second Class,Consumer,California,Envelopes,0.0,15.52,4,7.4496,0.3653065273577596
2015-12-12,2015-12-16,Second Class,Consumer,California,Paper,0.0,36.44,4,16.398,0.3663743478403369
2017-10-02,2017-10-08,Standard Class,Consumer,Oregon,Bookcases,0.7,217.764,6,-384.7164,0.5714431097973438
2017-10-02,2017-10-08,Standard Class,Consumer,Oregon,Supplies,0.2,39.072,6,4.3956,0.40402238111378996
2017-10-02,2017-10-08,Standard Class,Consumer,Oregon,Binders,0.7,22.638,7,-16.6012,0.4475335119030034
2017-10-02,2017-10-08,Standard Class,Consumer,Oregon,Art,0.2,95.144,7,10.7037,0.41403851579332673
2017-04-10,2017-04-14,Second Class,Corporate,Florida,Furnishings,0.2,12.32,5,1.848,0.37301320958656886
2017-04-10,2017-04-14,Second Class,Corporate,Florida,Binders,0.7,4.419,3,-3.0933,0.3614873173761739
2017-09-29,2017-10-02,First Class,Consumer,California,Fasteners,0.0,35.0,7,16.8,0.4108852476277879
2017-09-29,2017-10-02,First Class,Consumer,California,Chairs,0.2,72.784,1,0.0,0.4176819471944689
2017-09-29,2017-10-02,First Class,Consumer,California,Appliances,0.0,97.84,2,25.4384,0.3768711106295337
2017-09-29,2017-10-02,First Class,Consumer,California,Furnishings,0.0,51.75,1,15.525,0.43124859734342974
2017-09-29,2017-10-02,First Class,Consumer,California,Binders,0.2,46.672,2,16.3352,0.36403847775456477
2014-09-29,2014-10-03,Second Class,Consumer,New York,Storage,0.0,1395.54,9,362.8404,0.638770759260862
2014-09-29,2014-10-03,Second Class,Consumer,New York,Furnishings,0.0,117.36,4,36.3816,0.38401762107692616
2014-09-29,2014-10-03,Second Class,Consumer,New York,Labels,0.0,18.9,3,8.694,0.3484084621086009
2014-09-29,2014-10-03,Second Class,Consumer,New York,Paper,0.0,77.52,2,37.9848,0.3938014238895494
2014-08-20,2014-08-25,Second Class,Consumer,Illinois,Chairs,0.3,421.372,2,-6.0196,0.433569593614271
2014-07-11,2014-07-14,First Class,Consumer,Texas,Phones,0.2,575.968,4,43.1976,0.431032246098855
2014-07-11,2014-07-14,First Class,Consumer,Texas,Paper,0.2,10.368,2,3.6288,0.35169940064140687
2015-03-22,2015-03-24,First Class,Consumer,California,Phones,0.2,15.984,2,1.1988,0.35545802880053995
2017-05-12,2017-05-19,Standard Class,Home Office,Ohio,Art,0.2,10.272,3,1.1556,0.34898147050249356
2017-11-13,2017-11-19,Standard Class,Corporate,Texas,Storage,0.2,61.792,4,6.1792,0.3649062293514925
2017-11-13,2017-11-19,Standard Class,Corporate,Texas,Bookcases,0.32,205.9992,3,-27.2646,0.4005497150854178
2016-09-04,2016-09-07,Second Class,Consumer,Tennessee,Paper,0.2,12.192,3,4.1148,0.3471518501109817
2016-09-04,2016-09-07,Second Class,Consumer,Tennessee,Appliances,0.2,87.168,2,8.7168,0.3628376514118085
2016-09-04,2016-09-07,Second Class,Consumer,Tennessee,Art,0.2,31.744,2,8.3328,0.35810659901512704
2016-02-06,2016-02-11,Standard Class,Corporate,Tennessee,Furnishings,0.2,132.224,4,-18.1808,0.3950509522165281
2015-03-22,2015-03-26,Standard Class,Corporate,California,Paper,0.0,105.52,4,48.5392,0.3930265529395096
2015-03-22,2015-03-26,Standard Class,Corporate,California,Furnishings,0.0,91.96,2,15.6332,0.36792447948988877
2015-03-22,2015-03-26,Standard Class,Corporate,California,Phones,0.2,1487.976,3,185.997,0.5797002863881311
2015-07-02,2015-07-03,First Class,Home Office,New York,Paper,0.0,19.44,3,9.3312,0.34885258388075313
2015-06-15,2015-06-17,First Class,Consumer,Florida,Accessories,0.2,11.672,1,-0.7295,0.4028340816584818
2014-11-26,2014-11-26,Same Day,Consumer,New York,Phones,0.0,279.96,4,78.3888,0.4227055823841772
2014-11-26,2014-11-26,Same Day,Consumer,New York,Binders,0.2,12.912,3,4.6806,0.34769911133462283
2014-11-26,2014-11-26,Same Day,Consumer,New York,Binders,0.2,17.088,4,5.7672,0.36255064248621127
2014-11-26,2014-11-26,Same Day,Consumer,New York,Labels,0.0,93.15,9,44.712,0.49251073811024604
2014-11-26,2014-11-26,Same Day,Consumer,New York,Labels,0.0,11.52,4,5.6448,0.3622681868723373
2017-05-12,2017-05-18,Standard Class,Corporate,California,Supplies,0.0,238.62,2,4.7724,0.3960778744360677
2017-05-12,2017-05-18,Standard Class,Corporate,California,Appliances,0.0,7.77,1,2.0979,0.39428646215546803
2017-05-12,2017-05-18,Standard Class,Corporate,California,Tables,0.2,285.48,5,-10.7055,0.42379124519207345
2017-05-12,2017-05-18,Standard Class,Corporate,California,Binders,0.2,19.168,4,6.4692,0.3621596381146109
2014-05-02,2014-05-02,Same Day,Consumer,Ohio,Appliances,0.2,26.136,3,1.9602,0.348476940509609
2017-09-03,2017-09-06,Second Class,Home Office,New York,Paper,0.0,419.4,4,201.312,0.47398631836638616
2017-09-03,2017-09-06,Second Class,Home Office,New York,Chairs,0.1,90.801,1,14.1246,0.4289418762946051
2017-09-03,2017-09-06,Second Class,Home Office,New York,Chairs,0.1,181.764,2,-8.0784,0.4006523037970253
2017-09-03,2017-09-06,Second Class,Home Office,New York,Art,0.0,5.56,2,2.224,0.3528648886245351
2016-12-03,2016-12-07,Standard Class,Consumer,Indiana,Tables,0.0,581.96,2,104.7528,0.4777178587929118
2016-12-03,2016-12-07,Standard Class,Consumer,Indiana,Chairs,0.0,29.98,1,8.0946,0.4145057418364131
2015-07-18,2015-07-22,Standard Class,Consumer,California,Accessories,0.0,519.96,4,176.7864,0.4548186909757202
2016-07-21,2016-07-26,Standard Class,Consumer,North Carolina,Labels,0.2,6.264,3,2.0358,0.34853198380245803
2016-07-21,2016-07-26,Standard Class,Consumer,North Carolina,Chairs,0.2,363.92,5,0.0,0.420275396436205
2015-06-09,2015-06-16,Standard Class,Consumer,Florida,Binders,0.7,64.2,5,-42.8,0.4160461763747654
2015-06-09,2015-06-16,Standard Class,Consumer,Florida,Binders,0.7,38.52,3,-26.964,0.3880381925252483
2015-06-09,2015-06-16,Standard Class,Consumer,Florida,Accessories,0.2,72.6,5,-8.1675,0.3910006055577469
2017-11-27,2017-12-03,Standard Class,Consumer,California,Phones,0.2,57.568,4,5.7568,0.3641006986947999
2015-03-27,2015-04-03,Standard Class,Consumer,Washington,Storage,0.0,83.7,5,3.348,0.3817999347157857
2015-09-22,2015-09-26,Second Class,Home Office,Virginia,Paper,0.0,32.4,5,15.552,0.37099331290454063
2015-09-22,2015-09-26,Second Class,Home Office,Virginia,Furnishings,0.0,47.98,2,11.0354,0.3583985620945755
2015-11-17,2015-11-21,Standard Class,Consumer,California,Phones,0.2,415.968,4,51.996,0.41949488923076683
2015-11-17,2015-11-21,Standard Class,Consumer,California,Storage,0.0,304.9,5,6.098,0.41438943450255916
2015-11-17,2015-11-21,Standard Class,Consumer,California,Furnishings,0.0,80.96,4,29.1456,0.37451633821020663
2015-11-17,2015-11-21,Standard Class,Consumer,California,Storage,0.0,777.21,7,54.4047,0.5001629422680349
2015-11-17,2015-11-21,Standard Class,Consumer,California,Paper,0.0,32.4,5,15.552,0.37099331290454063
2015-11-17,2015-11-21,Standard Class,Consumer,California,Chairs,0.2,225.568,2,2.8196,0.3993442597392326
2015-11-17,2015-11-21,Standard Class,Consumer,California,Furnishings,0.0,36.6,3,15.372,0.356092243675257
2015-11-10,2015-11-14,Standard Class,Home Office,Minnesota,Appliances,0.0,715.64,2,178.91,0.5172748546546317
